ID,texto_original,label,origen,plantilla_id,subclase,texto_modelo
V3-02310,"Gente como vos sobra, ne*ro",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Racismo,"Gente como vos sobra, ne*ro"
V3-02311,"Cerrá el hocico, cul",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Palabras obscenas,"Cerrá el hocico, cul"
V3-02312,👏 Buena suerte en el examen,0,v3_emoji_benigno,emoji_benigno|benigno_👏,,:manos_aplaudiendo: Buena suerte en el examen
V3-02313,"Mejor callate, tragando$ela",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Palabras obscenas,"Mejor callate, tragando$ela"
V3-02314,Estudié con dos compañeros hondureños,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g},,Estudié con dos compañeros hondureños
V3-02315,A ese hay que baaalearlo antes de que siga anotalo,3,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga,Amenaza Directa,A ese hay que baaalearlo antes de que siga anotalo
V3-02316,"Qué asco das, ze l4 pica",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Palabras obscenas,"Qué asco das, ze l4 pica"
V3-02317,"Qué asco das, trag@ndosela",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Palabras obscenas,"Qué asco das, trag@ndosela"
V3-02318,"Me da igual lo que digas, chota prepaq0",1,v3_jerga_ofensivo,"jerga_ofensivo|Me da igual lo que digas, {t}",Insulto Directo,"Me da igual lo que digas, chota prepaq0"
V3-02319,Ahí le dejo el chunche que le debía,0,v3_jerga_notoxico,jerga_notoxico|Ahí le dejo el {t} que le debía,,Ahí le dejo el chunche que le debía
V3-02320,Mi vecino es cubano y es buena gente,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente,,Mi vecino es cubano y es buena gente
V3-02321,Se me olvidó el dinero en la casa,0,v3_jerga_control,jerga_control|Se me olvidó el {t} en la casa,,Se me olvidó el dinero en la casa
V3-02322,"Otra vez vos, culera",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Otra vez vos, culera"
V3-02323,"Me da igual lo que digas, kholc0",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Me da igual lo que digas, kholc0"
V3-02324,"Sos lo peor que hay, chucho rataaa",1,v3_jerga_ofensivo,"jerga_ofensivo|Sos lo peor que hay, {t}",Insulto Directo,"Sos lo peor que hay, chucho rataaa"
V3-02325,El día amaneció bien sucio hoy,0,v3_jerga_control,jerga_control|El día amaneció bien {t} hoy,,El día amaneció bien sucio hoy
V3-02326,Puro v4qo el que escribió eso,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,Puro v4qo el que escribió eso
V3-02327,Ya le pusieron 🔪 precio a ese,3,v3_emoji_clase3,emoji_clase3|emoji_🔪,Individuo,Ya le pusieron :cuchillo_de_cocina: precio a ese
V3-02328,"Hablando pura paja, j*dido",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",Tono agresivo,"Hablando pura paja, j*dido"
V3-02329,"Ya cállese, ma1tro",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este,Insulto,"Ya cállese, ma1tro"
V3-02330,Los sudacas sobran en este país y nadie lo dice 🐒🇻🇪,2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇻🇪,Latinoamericanos,Los sudacas sobran en este país y nadie lo dice :mono: :bandera_venezuela:
V3-02331,"Qué pereza leerte, ignor4nt3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}",Insulto,"Qué pereza leerte, ignor4nt3"
V3-02332,No respondo si lo llego a reven74r vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,No respondo si lo llego a reven74r vas a ver
V3-02333,Sos un verg@ y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}",Palabras obscenas,Sos un verg@ y punto
V3-02334,No quiero ni un argentino cerca de mi familia,2,v3_odio_grupo,odio_grupo|No quiero ni un {gs} cerca de mi familia,Xenofobia,No quiero ni un argentino cerca de mi familia
V3-02335,Sos un bavoso y punto,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,Sos un bavoso y punto
V3-02336,Vamos a t******r a ese maje esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,Vamos a t******r a ese maje esperame afuera
V3-02337,Está tuanis el 🌮 examen de mañana,0,v3_emoji_benigno,emoji_benigno|benigno_🌮,,Está tuanis el :taco: examen de mañana
V3-02338,"Callate ya, mar1con",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,"Callate ya, mar1con"
V3-02339,Puro imb3kil el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Insulto,Puro imb3kil el que escribió eso
V3-02340,"Regresate de donde viniste, inmigrant3",2,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}",Xenofobia,"Regresate de donde viniste, inmigrant3"
V3-02341,"Todos los ancianos sobran en este país, sin excepción 👴👻",2,v3_emoji_clase2,emoji_clase2|emoji_👴👻,Adultos mayores,"Todos los ancianos sobran en este país, sin excepción :anciano: :fantasma:"
V3-02342,No respondo si lo llego a quuuebrar te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|No respondo si lo llego a {v},Amenaza Directa,No respondo si lo llego a quuuebrar te lo juro
V3-02343,"Que se vayan 🐒🇭🇳 los centroamericanos, son mierda",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇭🇳,Latinoamericanos,"Que se vayan :mono: :bandera_honduras: los centroamericanos, son mierda"
V3-02344,El jura está bien tranquilo hoy 🤝,0,v3_emoji_benigno,emoji_benigno|benigno_🤝,,El jura está bien tranquilo hoy :apretón_de_manos:
V3-02345,"Qué asco das, s*bnormal",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",Insulto,"Qué asco das, s*bnormal"
V3-02346,"No hablés de lo que no sabés, p1j4",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",Palabras obscenas,"No hablés de lo que no sabés, p1j4"
V3-02347,"Nadie te preguntó, m@ricon",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,"Nadie te preguntó, m@ricon"
V3-02348,"No sabés nada, asquerozo",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto,Insulto,"No sabés nada, asquerozo"
V3-02349,"Ya cállese, hocico",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Insulto,"Ya cállese, hocico"
V3-02350,"Cerrá el hocico, khvco",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andate de aquí, {t}",Insulto,"Cerrá el hocico, khvco"
V3-02351,"caramba, nos vemos el domingo entonces",0,v3_jerga_control,"jerga_control|{t}, nos vemos el domingo entonces",,"caramba, nos vemos el domingo entonces"
V3-02352,Se lo van a cargar 🔪,3,v3_emoji_clase3,emoji_clase3|emoji_🔪,Individuo,Se lo van a cargar :cuchillo_de_cocina:
V3-02353,"Regresate de donde viniste, parasito",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Xenofobia,"Regresate de donde viniste, parasito"
V3-02354,"Gente como vos sobra, p*ndillero",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Gente como vos sobra, p*ndillero"
V3-02355,"Sos lo peor que hay, b3ztia",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,"Sos lo peor que hay, b3ztia"
V3-02356,Mirá al khol3ro este,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,Mirá al khol3ro este
V3-02357,Mirá al payazo este,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,Mirá al payazo este
V3-02358,A ese hay que matarlo antes de que siga 🪦,3,v3_emoji_clase3,emoji_clase3|emoji_🪦,Individuo,A ese hay que matarlo antes de que siga :lápida:
V3-02359,"Los haitianos dan asco, así de simple",2,v3_odio_grupo,"odio_grupo|Los {g} {p}, así de simple",Xenofobia,"Los haitianos dan asco, así de simple"
V3-02360,"Lo van a r******r a ese y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Lo van a {v} a ese,Amenaza Directa,"Lo van a r******r a ese y no es amenaza, es aviso"
V3-02361,Ojalá lo golpe4ren pronto acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo golpe4ren pronto acordate de esto
V3-02362,Uno de estos días lo van a q****r,3,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v},Amenaza Directa,Uno de estos días lo van a q****r
V3-02363,Los peruanos traen unas recetas buenísimas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} traen unas recetas buenísimas,,Los peruanos traen unas recetas buenísimas
V3-02364,Ese maje siempre llega tarde pero llega,0,v3_jerga_notoxico,jerga_notoxico|Ese {t} siempre llega tarde pero llega,,Ese maje siempre llega tarde pero llega
V3-02365,Ese bicho nunca falla cuando se le necesita 🙏,0,v3_emoji_benigno,emoji_benigno|benigno_🙏,,Ese bicho nunca falla cuando se le necesita :manos_en_oración:
V3-02366,Se lo van a llevar los cheros te lo juro,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola,Amenaza Implícita,Se lo van a llevar los cheros te lo juro
V3-02367,Mirá al v3rga este,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",Palabras obscenas,Mirá al v3rga este
V3-02368,"Vaya cerote, nos vemos mañana entonces 🥳",0,v3_emoji_benigno,emoji_benigno|benigno_🥳,,"Vaya cerote, nos vemos mañana entonces :cara_de_fiesta:"
V3-02369,Va a amanecer tieso ese 🔫,3,v3_emoji_clase3,emoji_clase3|emoji_🔫,Individuo,Va a amanecer tieso ese :pistola:
V3-02370,"Ya me hartaste, ma*icon",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Sos lo peor que hay, {t}",Insulto,"Ya me hartaste, ma*icon"
V3-02371,"A ese hay que reeeventarlo antes de que siga y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga,Amenaza Directa,"A ese hay que reeeventarlo antes de que siga y no es amenaza, es aviso"
V3-02372,"Gente como vos sobra, ind10",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Racismo,"Gente como vos sobra, ind10"
V3-02373,"Ya cállese, puta",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Palabras obscenas,"Ya cállese, puta"
V3-02374,Ese cachud otra vez,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Insulto,Ese cachud otra vez
V3-02375,Vamos a ver al cerote el domingo,0,v3_jerga_notoxico,jerga_notoxico|Vamos a ver al {t} el domingo,,Vamos a ver al cerote el domingo
V3-02376,"exacto, ya se me hizo tarde otra vez",0,v3_jerga_control,"jerga_control|{t}, ya se me hizo tarde otra vez",,"exacto, ya se me hizo tarde otra vez"
V3-02377,Fuera los haitianos de nuestro país,2,v3_odio_grupo,odio_grupo|Fuera los {g} de nuestro país,Xenofobia,Fuera los haitianos de nuestro país
V3-02378,"puchica, ya se me hizo tarde otra vez",0,v3_jerga_notoxico,"jerga_notoxico|{t}, ya se me hizo tarde otra vez",,"puchica, ya se me hizo tarde otra vez"
V3-02379,"Los gordos son puro estorbo, así de simple 🐋",2,v3_emoji_clase2,emoji_clase2|emoji_🐋,Personas con sobrepeso,"Los gordos son puro estorbo, así de simple :ballena:"
V3-02380,"Ojalá te deporten, inmigrantes de mierda",2,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}",Xenofobia,"Ojalá te deporten, inmigrantes de mierda"
V3-02381,"Andate de aquí, m4r1con",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto,Insulto,"Andate de aquí, m4r1con"
V3-02382,Ese rat4 otra vez,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué {t}, en serio",Insulto,Ese rat4 otra vez
V3-02383,Si lo vuelvo a ver lo voy a fuuusilar anotalo,3,v3_amenaza_ofuscada,amenaza_ofuscada|Si lo vuelvo a ver lo voy a {v},Amenaza Directa,Si lo vuelvo a ver lo voy a fuuusilar anotalo
V3-02384,"🐒🇦🇷 Todos los centroamericanos son basura, sin excepción",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇦🇷,Latinoamericanos,":mono: :bandera_argentina: Todos los centroamericanos son basura, sin excepción"
V3-02385,"Otra vez vos, chingad0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}",Tono agresivo,"Otra vez vos, chingad0"
V3-02386,"Hablando pura paja, prepag",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Dejá de escribir, {t}",Insulto,"Hablando pura paja, prepag"
V3-02387,"Eso es lo que sos, un venqanz4",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",nan,"Eso es lo que sos, un venqanz4"
V3-02388,"👴👻 Que se vayan los ancianos, son puro estorbo",2,v3_emoji_clase2,emoji_clase2|emoji_👴👻,Adultos mayores,":anciano: :fantasma: Que se vayan los ancianos, son puro estorbo"
V3-02389,Vamos a qu3m4r a ese maje esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Vamos a {v} a ese maje,Amenaza Directa,Vamos a qu3m4r a ese maje esperame afuera
V3-02390,Los haitianos son puro estorbo,2,v3_odio_grupo,odio_grupo|Los {g} {p},Xenofobia,Los haitianos son puro estorbo
V3-02391,"Otra vez vos, trag4ndosela",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Palabras obscenas,"Otra vez vos, trag4ndosela"
V3-02392,"No hablés de lo que no sabés, desprec1able",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",Insulto,"No hablés de lo que no sabés, desprec1able"
V3-02393,Mirá al ching@do este,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Tono agresivo,Mirá al ching@do este
V3-02394,"Cerrá el hocico, pvto",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Palabras obscenas,"Cerrá el hocico, pvto"
V3-02395,Vamos a ver al bicho el domingo,0,v3_jerga_notoxico,jerga_notoxico|Vamos a ver al {t} el domingo,,Vamos a ver al bicho el domingo
V3-02396,"Mejor callate, chingad",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Tono agresivo,"Mejor callate, chingad"
V3-02397,Te voy ⚱️ a matar,3,v3_emoji_clase3,emoji_clase3|emoji_⚱️,Individuo,Te voy :urna_funeraria: a matar
V3-02398,"Andate de aquí, 1n3pt0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}",Insulto,"Andate de aquí, 1n3pt0"
V3-02399,Voy a ir a balearte a tu casa,3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,Voy a ir a balearte a tu casa
V3-02400,"No hablés de lo que no sabés, s1nverguenza",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",Insulto,"No hablés de lo que no sabés, s1nverguenza"
V3-02401,Mirá al c-h-o-l-c-o este,1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,Mirá al c-h-o-l-c-o este
V3-02402,Fuera los mocosos de nuestro país 🍍,2,v3_emoji_clase2,emoji_clase2|emoji_🍍,Menores de edad,Fuera los mocosos de nuestro país :piña:
V3-02403,Puro bvrro el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Nadie te preguntó, {t}",Insulto,Puro bvrro el que escribió eso
V3-02404,Puro d.e.d.o el que escribió eso,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}",nan,Puro d.e.d.o el que escribió eso
V3-02405,"Qué venganza, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}",nan,"Qué venganza, en serio"
V3-02406,Ya son demasiados 🐋 gordos en este país,2,v3_emoji_clase2,emoji_clase2|emoji_🐋,Personas con sobrepeso,Ya son demasiados :ballena: gordos en este país
V3-02407,"No sabés nada, c-a-c-h-u-d-o",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso,Insulto,"No sabés nada, c-a-c-h-u-d-o"
V3-02408,Ahí le dejo el 💪 chibola que le debía,0,v3_emoji_benigno,emoji_benigno|benigno_💪,,Ahí le dejo el :bíceps_flexionado: chibola que le debía
V3-02409,Le van a pasar factura 🧹,3,v3_emoji_clase3,emoji_clase3|emoji_🧹,Migrantes y grupos étnicos,Le van a pasar factura :escoba:
V3-02410,"Qué f3ri4, en serio",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}",Insulto,"Qué f3ri4, en serio"
V3-02411,"Sos lo peor que hay, pajeros",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}",Palabras obscenas,"Sos lo peor que hay, pajeros"
V3-02412,Ya sabés lo que te puede pasar esperame afuera,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_con_cola,Amenaza Implícita,Ya sabés lo que te puede pasar esperame afuera
V3-02413,Ya viene el payaso con las pupusas,0,v3_jerga_control,jerga_control|Ya viene el {t} con las pupusas,,Ya viene el payaso con las pupusas
V3-02414,"Qué onda alero, todo bien por allá 🌮",0,v3_emoji_benigno,emoji_benigno|benigno_🌮,,"Qué onda alero, todo bien por allá :taco:"
V3-02415,Ya compré el guaro para el domingo,0,v3_jerga_notoxico,jerga_notoxico|Ya compré el {t} para el domingo,,Ya compré el guaro para el domingo
V3-02416,Te van a g0lpe4r si seguís así vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Te van a {v} si seguís así,Amenaza Directa,Te van a g0lpe4r si seguís así vas a ver
V3-02417,"Mientras más negros 🥷 llegan, peor está todo",2,v3_emoji_clase2,emoji_clase2|emoji_🥷,Afrodescendientes,"Mientras más negros :ninja: llegan, peor está todo"
V3-02418,Que lo vayan a tortur@r de una vez acordate de esto,3,v3_amenaza_ofuscada,amenaza_ofuscada|Que lo vayan a {v} de una vez,Amenaza Directa,Que lo vayan a tortur@r de una vez acordate de esto
V3-02419,Ya compré el licor para el domingo,0,v3_jerga_control,jerga_control|Ya compré el {t} para el domingo,,Ya compré el licor para el domingo
V3-02420,"Qué asco das, p*sto",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Insulto,"Qué asco das, p*sto"
V3-02421,Hay que ma7arlos a todos,3,v3_amenaza_ofuscada,amenaza_ofuscada|Hay que {v}los a todos,Amenaza Directa,Hay que ma7arlos a todos
V3-02422,"Por gente como vos está así el país, mej1simio",2,v3_odio_ofuscado,"odio_ofuscado|Aquí no te queremos, {t}",Xenofobia,"Por gente como vos está así el país, mej1simio"
V3-02423,Estudié con dos compañeros colombianos,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g},,Estudié con dos compañeros colombianos
V3-02424,Fuera los sudacas de nuestro país 🐒🇸🇻,2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇸🇻,Latinoamericanos,Fuera los sudacas de nuestro país :mono: :bandera_el_salvador:
V3-02425,"Eso es lo que sos, un cule",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No sabés nada, {t}",Insulto,"Eso es lo que sos, un cule"
V3-02426,"Da asco verte, 1ndio",2,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}",Racismo,"Da asco verte, 1ndio"
V3-02427,"Ya cállese, baboz0",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}",Insulto,"Ya cállese, baboz0"
V3-02428,Decile que van a ir a visitarlo esta noche,3,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_reportado,Amenaza Implícita,Decile que van a ir a visitarlo esta noche
V3-02429,"Que se vayan los retrasados, sobran en este país 🧠🚫",2,v3_emoji_clase2,emoji_clase2|emoji_🧠🚫,Personas con discapacidad intelectual,"Que se vayan los retrasados, sobran en este país :cerebro: :prohibido:"
V3-02430,"Nadie te preguntó, tragandozela",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|No hablés de lo que no sabés, {t}",Palabras obscenas,"Nadie te preguntó, tragandozela"
V3-02431,"Feliz cumpleaños, que la pases bonito 🙏",0,v3_emoji_benigno,emoji_benigno|benigno_🙏,,"Feliz cumpleaños, que la pases bonito :manos_en_oración:"
V3-02432,Voy a ir a quem@rte a tu casa esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,Voy a ir a quem@rte a tu casa esperame afuera
V3-02433,Los judíos son una plaga 🧃,2,v3_emoji_clase2,emoji_clase2|emoji_🧃,Judíos,Los judíos son una plaga :tetrabrik:
V3-02434,Alguien debería golp3ar a ese tipo esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Alguien debería {v} a ese tipo,Amenaza Directa,Alguien debería golp3ar a ese tipo esperame afuera
V3-02435,"Eso es lo que sos, un vayvnco",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Ese {t} otra vez,Insulto,"Eso es lo que sos, un vayvnco"
V3-02436,"Otra vez vos, m*ldito",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}",Tono agresivo,"Otra vez vos, m*ldito"
V3-02437,"No sabés nada, h1juepvta",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Insulto,"No sabés nada, h1juepvta"
V3-02438,"Que se vayan los negros, sobran en este país 🦶",2,v3_emoji_clase2,emoji_clase2|emoji_🦶,Personas racializadas,"Que se vayan los negros, sobran en este país :pie:"
V3-02439,"No perteneces aquí, marera",2,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}",Xenofobia,"No perteneces aquí, marera"
V3-02440,Me gusta mucho la música de los indígenas,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Me gusta mucho la música de los {g},,Me gusta mucho la música de los indígenas
V3-02441,Ese b4yvnco otra vez,1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}",Insulto,Ese b4yvnco otra vez
V3-02442,Dejame el pelota sobre la mesa,0,v3_jerga_control,jerga_control|Dejame el {t} sobre la mesa,,Dejame el pelota sobre la mesa
V3-02443,"Qué pereza leerte, kip0te",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto,Palabras obscenas,"Qué pereza leerte, kip0te"
V3-02444,Con un mexicano no se puede razonar,2,v3_odio_grupo,odio_grupo|Con un {gs} no se puede razonar,Xenofobia,Con un mexicano no se puede razonar
V3-02445,"Andate de aquí, pendej",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Insulto,"Andate de aquí, pendej"
V3-02446,La comida de los haitianos está buenísima,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|La comida de los {g} está buenísima,,La comida de los haitianos está buenísima
V3-02447,El concierto estuvo increíble 🎂,0,v3_emoji_benigno,emoji_benigno|benigno_🎂,,El concierto estuvo increíble :tarta_de_cumpleaños:
V3-02448,Mañana tengo chamba desde temprano,0,v3_jerga_notoxico,jerga_notoxico|Mañana tengo {t} desde temprano,,Mañana tengo chamba desde temprano
V3-02449,"Todos los guatemaltecos no son gente, sin excepción",2,v3_odio_grupo,"odio_grupo|Todos los {g} {p}, sin excepción",Xenofobia,"Todos los guatemaltecos no son gente, sin excepción"
V3-02450,Hay que matarlos a todos 🧹👷,3,v3_emoji_clase3,emoji_clase3|emoji_🧹👷,Migrantes y grupos étnicos,Hay que matarlos a todos :escoba: :profesional_de_la_construcción:
V3-02451,"Todo bien con el bayunco, no hay pleito 🥳",0,v3_emoji_benigno,emoji_benigno|benigno_🥳,,"Todo bien con el bayunco, no hay pleito :cara_de_fiesta:"
V3-02452,"🐒🇪🇨 Todos los latinos dan asco, sin excepción",2,v3_emoji_clase2,emoji_clase2|emoji_🐒🇪🇨,Latinoamericanos,":mono: :bandera_ecuador: Todos los latinos dan asco, sin excepción"
V3-02453,"Dejá de escribir, desv3rgu3",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Me da igual lo que digas, {t}",Tono agresivo,"Dejá de escribir, desv3rgu3"
V3-02454,"Mientras más guatemaltecos llegan, peor está todo",2,v3_odio_grupo,"odio_grupo|Mientras más {g} llegan, peor está todo",Xenofobia,"Mientras más guatemaltecos llegan, peor está todo"
V3-02455,Nos vemos mañana en la reunión 😂,0,v3_emoji_benigno,emoji_benigno|benigno_😂,,Nos vemos mañana en la reunión :cara_llorando_de_risa:
V3-02456,Uno de estos días lo van a matar esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v},Amenaza Directa,Uno de estos días lo van a matar esperame afuera
V3-02457,Ese perro me cae bien la verdad,0,v3_jerga_control,jerga_control|Ese {t} me cae bien la verdad,,Ese perro me cae bien la verdad
V3-02458,"Nadie te preguntó, vazura",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué pereza leerte, {t}",Insulto,"Nadie te preguntó, vazura"
V3-02459,"Ya cállese, mi*o",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}",Palabras obscenas,"Ya cállese, mi*o"
V3-02460,"Sos lo peor que hay, ho*ico",1,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Volvé cuando aprendás, {t}",Insulto,"Sos lo peor que hay, ho*ico"
V3-02461,A ese hay que tortur@rlo antes de que siga vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga,Amenaza Directa,A ese hay que tortur@rlo antes de que siga vas a ver
V3-02462,"Me dan ganas de tortur@rlo y no es amenaza, es aviso",3,v3_amenaza_ofuscada,amenaza_ofuscada|Me dan ganas de {v}lo,Amenaza Directa,"Me dan ganas de tortur@rlo y no es amenaza, es aviso"
V3-02463,Ojalá lo fus1laren pronto esperame afuera,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo fus1laren pronto esperame afuera
V3-02464,"Volvé cuando aprendás, pa*ero",1,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este,Palabras obscenas,"Volvé cuando aprendás, pa*ero"
V3-02465,Voy a ir a m.a.t.a.rte a tu casa ya vas a ver,3,v3_amenaza_ofuscada,amenaza_ofuscada|Voy a ir a {v}te a tu casa,Amenaza Directa,Voy a ir a m.a.t.a.rte a tu casa ya vas a ver
V3-02466,Ojalá lo r.e.v.e.n.t.a.ren pronto te lo juro,3,v3_amenaza_ofuscada,amenaza_ofuscada|Ojalá lo {v}en pronto,Amenaza Directa,Ojalá lo r.e.v.e.n.t.a.ren pronto te lo juro
