ID,Plataforma,fecha,Usuario_ID_Anonimizado,texto_original,texto_modelo,texto_agresivo,clase,label,subclase,Grupos_Afectados,Presencia_Sarcasmo,Presencia_Ironia,Contexto_Politico,n_chars,n_palabras,n_emojis,n_menciones,n_hashtags,n_jerga,origen,plantilla_id
V3-02164,sintetico,,,"🧼🇮🇱 Odio a los judíos, son basura",":jabón: :bandera_israel: Odio a los judíos, son basura",,Discurso de Odio,2,Judíos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧼🇮🇱
V3-02165,sintetico,,,🎉 El concierto estuvo increíble,:cañón_de_confeti: El concierto estuvo increíble,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🎉
V3-02166,sintetico,,,Qué chuco se ve el paisaje desde aquí,Qué chuco se ve el paisaje desde aquí,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Qué {t} se ve el paisaje desde aquí
V3-02167,sintetico,,,Estudié con dos compañeros nicaragüenses,Estudié con dos compañeros nicaragüenses,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Estudié con dos compañeros {g}
V3-02168,sintetico,,,"Qué pereza leerte, pijaaa","Qué pereza leerte, pijaaa",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}"
V3-02169,sintetico,,,Qué bueno que ☕ ya te sentís mejor,Qué bueno que :bebida_caliente: ya te sentís mejor,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_☕
V3-02170,sintetico,,,Los argentinos traen unas recetas buenísimas,Los argentinos traen unas recetas buenísimas,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} traen unas recetas buenísimas
V3-02171,sintetico,,,"Vaya mentiroso, nos vemos mañana entonces","Vaya mentiroso, nos vemos mañana entonces",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,"jerga_control|Vaya {t}, nos vemos mañana entonces"
V3-02172,sintetico,,,Te van a q.u.e.b.r.a.r si seguís así ya vas a ver,Te van a q.u.e.b.r.a.r si seguís así ya vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Te van a {v} si seguís así
V3-02173,sintetico,,,Puro f.o.c.a el que escribió eso,Puro f.o.c.a el que escribió eso,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso
V3-02174,sintetico,,,Con gusto lo p.a.r.t.i.rría yo mismo esperame afuera,Con gusto lo p.a.r.t.i.rría yo mismo esperame afuera,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Con gusto lo {v}ría yo mismo
V3-02175,sintetico,,,Los haitianos traen unas recetas buenísimas,Los haitianos traen unas recetas buenísimas,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} traen unas recetas buenísimas
V3-02176,sintetico,,,"Que se vayan los 🐒 sudacas, son una plaga","Que se vayan los :mono: sudacas, son una plaga",,Discurso de Odio,2,Latinoamericanos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🐒
V3-02177,sintetico,,,"Nadie te preguntó, p.a.s.m.a.d.o","Nadie te preguntó, p.a.s.m.a.d.o",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}"
V3-02178,sintetico,,,"Qué asco das, pajero escorias","Qué asco das, pajero escorias",,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_ofensivo,"jerga_ofensivo|Qué asco das, {t}"
V3-02179,sintetico,,,Ese policía nunca falla cuando se le necesita,Ese policía nunca falla cuando se le necesita,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Ese {t} nunca falla cuando se le necesita
V3-02180,sintetico,,,Buena suerte en el examen 👏,Buena suerte en el examen :manos_aplaudiendo:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_👏
V3-02181,sintetico,,,Ya salieron las notas y me fue bien 🌻,Ya salieron las notas y me fue bien :girasol:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🌻
V3-02182,sintetico,,,"Cerrá el hocico, k4ca","Cerrá el hocico, k4ca",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto
V3-02183,sintetico,,,"Andate de aquí, m4ricon","Andate de aquí, m4ricon",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Callate ya, {t}"
V3-02184,sintetico,,,"Mientras más tarados llegan, peor está todo 🧠🚫","Mientras más tarados llegan, peor está todo :cerebro: :prohibido:",,Discurso de Odio,2,Personas con discapacidad intelectual,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧠🚫
V3-02185,sintetico,,,"Da asco verte, indios sarnosos","Da asco verte, indios sarnosos",,Discurso de Odio,2,Racismo,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}"
V3-02186,sintetico,,,"Aquí no te queremos, arrastr4d@","Aquí no te queremos, arrastr4d@",,Discurso de Odio,2,Sexismo,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}"
V3-02187,sintetico,,,"Hablando pura paja, gorgoj0z","Hablando pura paja, gorgoj0z",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}"
V3-02188,sintetico,,,"Da asco verte, pand1ller0","Da asco verte, pand1ller0",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Ojalá te deporten, {t}"
V3-02189,sintetico,,,Los nicaragüenses tienen unas playas preciosas,Los nicaragüenses tienen unas playas preciosas,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} tienen unas playas preciosas
V3-02190,sintetico,,,"Ya me hartaste, cul3r4","Ya me hartaste, cul3r4",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto
V3-02191,sintetico,,,"Te voy a q*****r y no es amenaza, es aviso","Te voy a q*****r y no es amenaza, es aviso",,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Te voy a {v}
V3-02192,sintetico,,,Tengo varios amigos chinos en el trabajo,Tengo varios amigos chinos en el trabajo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Tengo varios amigos {g} en el trabajo
V3-02193,sintetico,,,"Qué asco das, id*ota","Qué asco das, id*ota",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Mirá al {t} este
V3-02194,sintetico,,,Con gusto lo golpe@rría yo mismo vas a ver,Con gusto lo golpe@rría yo mismo vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Con gusto lo {v}ría yo mismo
V3-02195,sintetico,,,El concierto ☕ estuvo increíble,El concierto :bebida_caliente: estuvo increíble,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_☕
V3-02196,sintetico,,,Me dan ganas de b****rlo,Me dan ganas de b****rlo,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Me dan ganas de {v}lo
V3-02197,sintetico,,,Los indígenas juegan muy bien al fútbol,Los indígenas juegan muy bien al fútbol,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} juegan muy bien al fútbol
V3-02198,sintetico,,,🥳 El día amaneció bien yuca hoy,:cara_de_fiesta: El día amaneció bien yuca hoy,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🥳
V3-02199,sintetico,,,Los cubanos traen unas recetas buenísimas,Los cubanos traen unas recetas buenísimas,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Los {g} traen unas recetas buenísimas
V3-02200,sintetico,,,"Regresate de donde viniste, ma*ero","Regresate de donde viniste, ma*ero",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}"
V3-02201,sintetico,,,"Vaya perro, nos vemos mañana entonces","Vaya perro, nos vemos mañana entonces",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,"jerga_control|Vaya {t}, nos vemos mañana entonces"
V3-02202,sintetico,,,Fuera los cubanos de nuestro país,Fuera los cubanos de nuestro país,,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_grupo,odio_grupo|Fuera los {g} de nuestro país
V3-02203,sintetico,,,Ahí le dejo el dinero que le debía,Ahí le dejo el dinero que le debía,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Ahí le dejo el {t} que le debía
V3-02204,sintetico,,,"Qué pereza leerte, b-a-y-u-n-c-o","Qué pereza leerte, b-a-y-u-n-c-o",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}"
V3-02205,sintetico,,,"Gente como vos sobra, nargentina","Gente como vos sobra, nargentina",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}"
V3-02206,sintetico,,,"Aquí no te queremos, parasit@r","Aquí no te queremos, parasit@r",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}"
V3-02207,sintetico,,,Me dan ganas de a p u ñ a l a rlo ya vas a ver,Me dan ganas de a p u ñ a l a rlo ya vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Me dan ganas de {v}lo
V3-02208,sintetico,,,"Dejá de escribir, bayvnco","Dejá de escribir, bayvnco",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Mejor callate, {t}"
V3-02209,sintetico,,,"Odio a los trans, 🏳️‍🌈🤨 sobran en este país","Odio a los trans, :bandera_blanca: :arcoíris: :cara_con_ceja_alzada: sobran en este país",,Discurso de Odio,2,Personas LGBT,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈🤨
V3-02210,sintetico,,,Uno de estos días lo van a quebr@r,Uno de estos días lo van a quebr@r,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Uno de estos días lo van a {v}
V3-02211,sintetico,,,Está chuco el examen de mañana 👏,Está chuco el examen de mañana :manos_aplaudiendo:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_👏
V3-02212,sintetico,,,Los gays 🏳️‍🌈👀 son puro estorbo,Los gays :bandera_blanca: :arcoíris: :ojos: son puro estorbo,,Discurso de Odio,2,Personas LGBT,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈👀
V3-02213,sintetico,,,Ya viene el alero con las pupusas,Ya viene el alero con las pupusas,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Ya viene el {t} con las pupusas
V3-02214,sintetico,,,"Eso es lo que sos, un d*do","Eso es lo que sos, un d*do",,Lenguaje Ofensivo,1,nan,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya cállese, {t}"
V3-02215,sintetico,,,"Que se vayan los sudacas, son una plaga 🐒🇭🇳","Que se vayan los sudacas, son una plaga :mono: :bandera_honduras:",,Discurso de Odio,2,Latinoamericanos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🐒🇭🇳
V3-02216,sintetico,,,Ese chero es mi mejor amigo desde la escuela ⚽,Ese chero es mi mejor amigo desde la escuela :balón_de_fútbol:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_⚽
V3-02217,sintetico,,,"No perteneces aquí, lesviana","No perteneces aquí, lesviana",,Discurso de Odio,2,Homofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Por gente como vos está así el país, {t}"
V3-02218,sintetico,,,"🧠❓ Todos los retrasados son escoria, sin excepción",":cerebro: :interrogación_roja: Todos los retrasados son escoria, sin excepción",,Discurso de Odio,2,Personas con discapacidad intelectual,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧠❓
V3-02219,sintetico,,,Saludos al alero de mi parte 💪,Saludos al alero de mi parte :bíceps_flexionado:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_💪
V3-02220,sintetico,,,"Me da igual lo que digas, p-r-e-p-a-g-o","Me da igual lo que digas, p-r-e-p-a-g-o",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}"
V3-02221,sintetico,,,Los tarados son puro estorbo y nadie lo dice 🗣️👊🤤,Los tarados son puro estorbo y nadie lo dice :cabeza_parlante: :puño_cerrado: :cara_babeando:,,Discurso de Odio,2,Personas con discapacidad intelectual,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🗣️👊🤤
V3-02222,sintetico,,,"Todos los judíos son mierda, sin excepción 🧼","Todos los judíos son mierda, sin excepción :jabón:",,Discurso de Odio,2,Judíos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧼
V3-02223,sintetico,,,"Ya cállese, tragandos3la","Ya cállese, tragandos3la",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Puro {t} el que escribió eso
V3-02224,sintetico,,,Mi vecino es hondureño y es buena gente,Mi vecino es hondureño y es buena gente,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Mi vecino es {gs} y es buena gente
V3-02225,sintetico,,,"Sos lo peor que hay, pajero sinvergu3nza","Sos lo peor que hay, pajero sinvergu3nza",,Lenguaje Ofensivo,1,Insulto Directo,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_ofensivo,"jerga_ofensivo|Sos lo peor que hay, {t}"
V3-02226,sintetico,,,Los ignorantes son una plaga y nadie lo dice 😈📕,Los ignorantes son una plaga y nadie lo dice :cara_sonriendo_con_cuernos: :libro_cerrado:,,Discurso de Odio,2,Personas con baja educación,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_😈📕
V3-02227,sintetico,,,🍀 Se me olvidó el guaro en la casa,:trébol_de_cuatro_hojas: Se me olvidó el guaro en la casa,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🍀
V3-02228,sintetico,,,El cipote está bien tranquilo hoy,El cipote está bien tranquilo hoy,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|El {t} está bien tranquilo hoy
V3-02229,sintetico,,,"Volvé cuando aprendás, khing4do","Volvé cuando aprendás, khing4do",,Lenguaje Ofensivo,1,Tono agresivo,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Otra vez vos, {t}"
V3-02230,sintetico,,,"Aquí no te queremos, terrorist4","Aquí no te queremos, terrorist4",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Da asco verte, {t}"
V3-02231,sintetico,,,Está bonito el examen de mañana,Está bonito el examen de mañana,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Está {t} el examen de mañana
V3-02232,sintetico,,,Sos un a*queroso y punto,Sos un a*queroso y punto,,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Ya me hartaste, {t}"
V3-02233,sintetico,,,"Que se vayan los judíos, no son gente 🧃","Que se vayan los judíos, no son gente :tetrabrik:",,Discurso de Odio,2,Judíos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧃
V3-02234,sintetico,,,"Sos lo peor que hay, vergar","Sos lo peor que hay, vergar",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Eso es lo que sos, un {t}"
V3-02235,sintetico,,,Van a ir a visitarlo esta noche,Van a ir a visitarlo esta noche,,Amenazas/Violencia,3,Amenaza Implícita,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_eufemismo,amenaza_eufemismo|eufemismo_simple
V3-02236,sintetico,,,Fuera los mocosos 🍍 de nuestro país,Fuera los mocosos :piña: de nuestro país,,Discurso de Odio,2,Menores de edad,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🍍
V3-02237,sintetico,,,La fiesta me tiene cansado esta semana,La fiesta me tiene cansado esta semana,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|La {t} me tiene cansado esta semana
V3-02238,sintetico,,,Los judíos son una plaga y nadie lo dice 🧼🇮🇱,Los judíos son una plaga y nadie lo dice :jabón: :bandera_israel:,,Discurso de Odio,2,Judíos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧼🇮🇱
V3-02239,sintetico,,,Me gusta mucho la música de los mexicanos,Me gusta mucho la música de los mexicanos,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Me gusta mucho la música de los {g}
V3-02240,sintetico,,,"Que se vayan los migrantes, son puro estorbo 🪳","Que se vayan los migrantes, son puro estorbo :cucaracha:",,Discurso de Odio,2,Migrantes y grupos étnicos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🪳
V3-02241,sintetico,,,Alguien debería apuñalar a ese tipo vas a ver,Alguien debería apuñalar a ese tipo vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Alguien debería {v} a ese tipo
V3-02242,sintetico,,,"Regresate de donde viniste, inmigr4nt3","Regresate de donde viniste, inmigr4nt3",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Regresate de donde viniste, {t}"
V3-02243,sintetico,,,Mirá al tr4g4nd0s3l4 este,Mirá al tr4g4nd0s3l4 este,,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andá a trabajar, {t}"
V3-02244,sintetico,,,Prestame el licor para el pasaje porfa,Prestame el licor para el pasaje porfa,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Prestame el {t} para el pasaje porfa
V3-02245,sintetico,,,Vamos a ver al niño el domingo,Vamos a ver al niño el domingo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_control,jerga_control|Vamos a ver al {t} el domingo
V3-02246,sintetico,,,Ya quisiera q*****r a ese maje vas a ver,Ya quisiera q*****r a ese maje vas a ver,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Ya quisiera {v} a ese maje
V3-02247,sintetico,,,"Da asco verte, p@rasitar","Da asco verte, p@rasitar",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Andate a tu país, {t}"
V3-02248,sintetico,,,Vamos a ver al bayunco el domingo,Vamos a ver al bayunco el domingo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Vamos a ver al {t} el domingo
V3-02249,sintetico,,,"Qué asco das, ch1mb4das","Qué asco das, ch1mb4das",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Andate de aquí, {t}"
V3-02250,sintetico,,,"Mientras más trans llegan, peor está todo 🏳️‍🌈🤨","Mientras más trans llegan, peor está todo :bandera_blanca: :arcoíris: :cara_con_ceja_alzada:",,Discurso de Odio,2,Personas LGBT,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🏳️‍🌈🤨
V3-02251,sintetico,,,"Está bien chivo el lugar, se los recomiendo","Está bien chivo el lugar, se los recomiendo",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,"jerga_notoxico|Está bien {t} el lugar, se los recomiendo"
V3-02252,sintetico,,,Tengo varios amigos indígenas en el trabajo,Tengo varios amigos indígenas en el trabajo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_nacionalidad_notoxico,nacionalidad_notoxico|Tengo varios amigos {g} en el trabajo
V3-02253,sintetico,,,Vamos a ver al cipote el domingo,Vamos a ver al cipote el domingo,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,jerga_notoxico|Vamos a ver al {t} el domingo
V3-02254,sintetico,,,"Todos los morenos son 🤮🙈 una plaga, sin excepción","Todos los morenos son :cara_vomitando: :mono_con_los_ojos_tapados: una plaga, sin excepción",,Discurso de Odio,2,Personas racializadas,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🤮🙈
V3-02255,sintetico,,,"Qué asco das, h1jueputa","Qué asco das, h1jueputa",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Qué asco das, {t}"
V3-02256,sintetico,,,Fuera los judíos de nuestro país 🧃,Fuera los judíos de nuestro país :tetrabrik:,,Discurso de Odio,2,Judíos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🧃
V3-02257,sintetico,,,"Los sudacas no son gente, así de simple 🐒🇪🇨","Los sudacas no son gente, así de simple :mono: :bandera_ecuador:",,Discurso de Odio,2,Latinoamericanos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🐒🇪🇨
V3-02258,sintetico,,,Te voy a quebr4r anotalo,Te voy a quebr4r anotalo,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Te voy a {v}
V3-02259,sintetico,,,A ese hay que gooolpearlo antes de que siga acordate de esto,A ese hay que gooolpearlo antes de que siga acordate de esto,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|A ese hay que {v}lo antes de que siga
V3-02260,sintetico,,,Ya quisiera apppuñalar a ese maje te lo juro,Ya quisiera apppuñalar a ese maje te lo juro,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Ya quisiera {v} a ese maje
V3-02261,sintetico,,,"Está bien tuanis el lugar, se los recomiendo","Está bien tuanis el lugar, se los recomiendo",,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_jerga_notoxico,"jerga_notoxico|Está bien {t} el lugar, se los recomiendo"
V3-02262,sintetico,,,"Mejor callate, p!nche","Mejor callate, p!nche",,Lenguaje Ofensivo,1,Insulto,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,"ofensivo_ofuscado|Cerrá el hocico, {t}"
V3-02263,sintetico,,,"Sos lo peor que hay, cipot3","Sos lo peor que hay, cipot3",,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto
V3-02264,sintetico,,,"Los migrantes dan 🪳 asco, así de simple","Los migrantes dan :cucaracha: asco, así de simple",,Discurso de Odio,2,Migrantes y grupos étnicos,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_clase2,emoji_clase2|emoji_🪳
V3-02265,sintetico,,,Si lo vuelvo a ver lo voy a qu3brar,Si lo vuelvo a ver lo voy a qu3brar,,Amenazas/Violencia,3,Amenaza Directa,,NO,NO,NO,0,0,0,0,0,0,v3_amenaza_ofuscada,amenaza_ofuscada|Si lo vuelvo a ver lo voy a {v}
V3-02266,sintetico,,,"Andate a tu país, valieron vergaaa","Andate a tu país, valieron vergaaa",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|Gente como vos sobra, {t}"
V3-02267,sintetico,,,"Por gente como vos está así el país, m3jizimio","Por gente como vos está así el país, m3jizimio",,Discurso de Odio,2,Xenofobia,,NO,NO,NO,0,0,0,0,0,0,v3_odio_ofuscado,"odio_ofuscado|No perteneces aquí, {t}"
V3-02268,sintetico,,,Ese pal0m4 otra vez,Ese pal0m4 otra vez,,Lenguaje Ofensivo,1,Palabras obscenas,,NO,NO,NO,0,0,0,0,0,0,v3_ofensivo_ofuscado,ofensivo_ofuscado|Sos un {t} y punto
V3-02269,sintetico,,,Muchas gracias por la ayuda de ayer 🌮,Muchas gracias por la ayuda de ayer :taco:,,No Tóxico,0,,,NO,NO,NO,0,0,0,0,0,0,v3_emoji_benigno,emoji_benigno|benigno_🌮
